Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Hot feedwater outlet salinity (g/L),Desal - Cold feedwater inlet salinity (wt%),Desal - Cold feedwater outlet salinity (g/L),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Total salt water introduced (kg),FeedTank - Total brine production (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water salinity (g/L),FeedTank - Water temperature (°C),FeedTank - Water mass (kg),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),ColdHex - Hot side outlet salinity (g/L),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side salinity (wt%),HotHex - Cold side outlet salinity (g/L),HotHexBypass - Outlet temperature (°C),HotHexBypass - Opening ratio (%),CoolTower - Heat transfer rate (W),CoolTower - Effectiveness,CoolTower - Hot side inlet mass flow rate (kg/h),CoolTower - Hot side inlet temperature (°C),CoolTower - Hot side outlet temperature (°C),CoolTower - Cold side outlet temperature (°C),CoolTowerBypass - Opening ratio (°C),CoolTowerBypass - mass flow rate (kg/h),WHRU - Heat transfer rate (W),WHRU - Effectiveness,WHRU - Hot side outlet temperature (°C),WHRU - Cold side inlet temperature (°C),WHRU - Cold side outlet temperature (°C),ResBank - Inlet Temperature(°C),Turbine - Compressor outlet temperature (ISENTROPIC) (°C),Turbine - Compressor outlet temperature (REAL) (°C),Turbine - Regenerator cold side outlet temperature (°C),Turbine - Combusiton chamber outlet temperature (°C),Turbine - Turbine outlet temperature (ISENTROPIC) (°C),Turbine - Turbine outlet temperature (REAL) (°C),Turbine - Regenerator hot side outlet temperature (°C),Turbine - Compressor power (W),Turbine - Turbine power (W),Turbine - Net power (W),Turbine - Cycle efficiency,
126.0000000000,1059.6472078402,0.3917587691,43.2666557710,29.9364302218,66.5621686832,60.6879078515,56.9823313049,53.0001738052,49.9459443046,49.2662536773,17.8504000731,18.5571203085,208.5410756530, 17.850400,198.2717948186,3.2370981605,41.9527921598,2973.6464944392,38538.4585679320,1662.9178785003,21551.4157053642,1.5241864557,55.9218414701,1059.6472078402,1.4771629695,0.0000000000,0.0000000000,1059.6472078402, 18.557120,43.2666557710,17.8504000731,201.8908362316,28.9918213540,148.5228370305,-992.8350836686,93.6945918838,1059.6472078402,28.9918213540,29.9364302218,29.5729025786,17.8504000731,201.8407364864,14139.6189588556, 47.253362,1059.6472078402,1410.3315687039,95.0000000000,86.4147836793,66.5621686832,17.8504000731,196.8369026705,91.6366662219,0.3917587691,20085.7817589287,71.1937549127,393.5500368797,91.6366662219,47.7552091355, 34.321179,0.1093194547,3206.4499631203,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
252.0000000000,1060.1257435158,0.3872329548,43.4564998087,30.1368433507,66.5715227298,60.7834623844,57.0684739887,53.0761477982,50.0432360632,49.3682117597,18.0276052686,18.7328815335,210.7444295536, 18.027605,200.4735996133,3.2001741114,41.4742564842,2953.2313278816,38273.8780093454,1639.1303019503,21243.1287132760,1.5059316021,55.5029430467,1060.1257435158,2.9369777889,0.0000000000,0.0000000000,1060.1257435158, 18.732882,43.4564998087,18.0276052686,203.8554436656,32.1806566960,147.0630222111,2145.1619846328,93.7246724367,1060.1257435158,32.1806566960,30.1368433507,30.9228645692,18.0276052686,203.9672968482,14106.3038210719, 47.236006,1060.1257435158,1394.0386373995,95.0000000000,86.3348200315,66.5715227298,18.0276052686,199.0252865465,91.6445567566,0.3872329548,20118.9260634239,71.0804118526,394.7754095229,91.6445567566,47.8273519293, 34.328311,0.1096598360,3205.2245904771,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
378.0000000000,1060.5766811988,0.3841862964,43.6168062762,30.2949406841,66.5679249839,60.8631548845,57.1351691056,53.1288273291,50.1146494838,49.4437411965,18.2063331608,18.9105577800,212.9786439808, 18.206333,202.7003643313,3.1653795371,41.0233188012,2935.2237570190,38040.4998909666,1616.4907935523,20949.7206844377,1.4872160847,55.0721487480,1060.5766811988,4.3805532794,0.0000000000,0.0000000000,1060.5766811988, 18.910558,43.6168062762,18.2063331608,205.8895175088,34.7236902564,145.6194467206,4641.5866685580,93.7561383553,1060.5766811988,34.7236902564,30.2949406841,31.9969438734,18.2063331608,206.1384492122,14086.5344988340, 47.242683,1060.5766811988,1383.0706672189,95.0000000000,86.2782814819,66.5679249839,18.2063331608,201.2371411960,91.6492352639,0.3841862964,20138.5785276455,71.0131306127,395.5041699358,91.6492352639,47.8701833042, 34.332540,0.1098622694,3204.4958300642,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
504.0000000000,1061.0071178509,0.3823001320,43.7537225074,30.4191930483,66.5537184698,60.9302275695,57.1862792556,53.1627398184,50.1652557026,49.4980289387,18.3866758352,19.0901283878,215.2432306798, 18.386676,204.9531498359,3.1321668325,40.5928821491,2919.1170923474,37831.7575168228,1594.7100834694,20667.4426817631,1.4680892778,54.6298772204,1061.0071178509,5.8087264079,0.0000000000,0.0000000000,1061.0071178509, 19.090128,43.7537225074,18.3866758352,207.9878342425,36.7487592795,144.1912735921,6623.7761216612,93.7885908952,1061.0071178509,36.7487592795,30.4191930483,32.8498474780,18.3866758352,208.3520003965,14077.7832751333, 47.269031,1061.0071178509,1376.2804753099,95.0000000000,86.2406542713,66.5537184698,18.3866758352,203.4737296434,91.6513009714,0.3823001320,20147.2557842041,70.9834055843,395.8264647867,91.6513009714,47.8891079549, 34.334407,0.1099517958,3204.1735352133,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
630.0000000000,1061.4229415293,0.3813373887,43.8722574062,30.5164736368,66.5307841965,60.9873194295,57.2249387127,53.1815504151,50.1991609037,49.5352752458,18.5687027784,19.2715666680,217.5376937398, 18.568703,207.2327854214,3.1000816721,40.1770584707,2904.4997531002,37642.3168001784,1573.5502424580,20393.2111422551,1.4485847395,54.1762911420,1061.4229415293,7.2221075815,0.0000000000,0.0000000000,1061.4229415293, 19.271567,43.8722574062,18.5687027784,210.1451971196,38.3595469265,142.7778924185,8195.0045021604,93.8217508515,1061.4229415293,38.3595469265,30.5164736368,33.5259649583,18.5687027784,210.6059476334,14078.0242857764, 47.311510,1061.4229415293,1372.8145993746,95.0000000000,86.2183648904,66.5307841965,18.5687027784,205.7360445911,91.6512341987,0.3813373887,20146.9752964123,70.9843666026,395.8160417696,91.6512341987,47.8884961001, 34.334346,0.1099489005,3204.1839582304,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
756.0000000000,1061.8290044760,0.3811199338,43.9764712020,30.5923325166,66.5006260915,61.0365668048,57.2536782472,53.1882127347,50.2196745906,49.5588656172,18.7524634932,19.4548403717,219.8615240732, 18.752463,209.5398919188,3.0687496546,39.7709955240,2891.0392586085,37467.8687915658,1552.8171256620,20124.5099485789,1.4287252189,53.7113815054,1061.8290044760,8.6211198899,0.0000000000,0.0000000000,1061.8290044760, 19.454840,43.9764712020,18.7524634932,212.3567747004,39.6399168487,141.3788801101,9438.7659052185,93.8554188189,1061.8290044760,39.6399168487,30.5923325166,34.0611961130,18.7524634932,212.8984916021,14085.6405989459, 47.367265,1061.8290044760,1372.0317616485,95.0000000000,86.2085898594,66.5006260915,18.7524634932,208.0248382070,91.6494183493,0.3811199338,20139.3475982967,71.0104965097,395.5327222125,91.6494183493,47.8718602841, 34.332705,0.1098702006,3204.4672777875,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
882.0000000000,1062.2292855621,0.3815130579,44.0696411587,30.6512330370,66.4644419640,61.0796911371,57.2745327209,53.1850976793,50.2294535582,49.5715179469,18.9379897831,19.6399118614,222.2141912852, 18.937990,211.8749019762,3.0378637684,39.3707144379,2878.4682994289,37304.9491605984,1532.3533732996,19859.2997179625,1.4085262272,53.2350268927,1062.2292855621,10.0060324509,0.0000000000,0.0000000000,1062.2292855621, 19.639912,44.0696411587,18.9379897831,214.6182332472,40.6575184410,139.9939675491,10422.3612343142,93.8894495881,1062.2292855621,40.6575184410,30.6512330370,34.4844853885,18.9379897831,215.2280238483,14099.3467740033, 47.434005,1062.2292855621,1373.4470085672,95.0000000000,86.2091036456,66.4644419640,18.9379897831,210.3406481228,91.6461582499,0.3815130579,20125.6532432821,71.0573873651,395.0246852743,91.6461582499,47.8420087866, 34.329758,0.1097290792,3204.9753147257,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
1008.0000000000,1062.6270356696,0.3824145848,44.1544029944,30.6967516048,66.4231821507,61.1180738127,57.2891320689,53.1741016960,50.2306229793,49.5754063198,19.1252976960,19.8267381072,224.5951345091, 19.125298,214.2380772767,3.0071731736,38.9729643304,2866.5728851353,37150.7845913541,1512.0322023718,19595.9373427383,1.3879985714,52.7470349773,1062.6270356696,11.3769883588,0.0000000000,0.0000000000,1062.6270356696, 19.826738,44.1544029944,19.1252976960,216.9257596610,41.4667750867,138.6230116412,11199.8826157706,93.9237353179,1062.6270356696,41.4667750867,30.6967516048,34.8191007628,19.1252976960,217.5931014367,14118.1250080923, 47.509901,1062.6270356696,1376.6925051498,95.0000000000,86.2181573176,66.4231821507,19.1252976960,212.6838194724,91.6416952771,0.3824145848,20106.9062977140,71.1215342719,394.3304932869,91.6416952771,47.8011758449, 34.325725,0.1095362481,3205.6695067131,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
1134.0000000000,1063.0249039505,0.3837470602,44.2328697497,30.7317444027,66.3775976530,61.1528190431,57.2987772671,53.1567367589,50.2248771036,49.5722639819,19.3143891436,20.0152705751,227.0037530592, 19.314389,216.6295227332,2.9764734606,38.5750960495,2855.1824074402,37003.1640004249,1491.7520509836,19333.1065807479,1.3671501511,52.2471715676,1063.0249039505,12.7340278813,0.0000000000,0.0000000000,1063.0249039505, 20.015271,44.2328697497,19.3143891436,219.2760287663,42.1113526842,137.2659721187,11814.6836404666,93.9581942511,1063.0249039505,42.1113526842,30.7317444027,35.0836935609,19.3143891436,219.9924162791,14141.1728364201, 47.593498,1063.0249039505,1381.4894166277,95.0000000000,86.2343817125,66.3775976530,19.3143891436,215.0545231192,91.6362197515,0.3837470602,20083.9063746536,71.2001633180,393.4808406540,91.6362197515,47.7511306254, 34.320776,0.1093002335,3206.5191593460,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
1260.0000000000,1063.4250452198,0.3854520429,44.3067306218,30.7584852920,66.3282794720,61.1848061339,57.3045031965,53.1342045846,50.2135623403,49.5634683068,19.5052532270,20.2054550543,229.4393973501, 19.505253,219.0491978641,2.9455983627,38.1749547802,2844.1613968096,36860.3317026530,1471.4320469031,19069.7593278641,1.3459872325,51.7351810117,1063.4250452198,14.0771075721,0.0000000000,0.0000000000,1063.4250452198, 20.205455,44.3067306218,19.5052532270,221.6661449156,42.6261922427,135.9228924279,12301.4150380181,93.9927630004,1063.4250452198,42.6261922427,30.7584852920,35.2931725655,19.5052532270,222.4247633461,14167.8604873722, 47.683642,1063.4250452198,1387.6273543892,95.0000000000,86.2567100965,66.3282794720,19.5052532270,217.4527703856,91.6298810452,0.3854520429,20057.2810799144,71.2910893052,392.5000365567,91.6298810452,47.6932675105, 34.315046,0.1090277879,3207.4999634433,24377.8922890931,90.7269674229,105.1406878358,86.8395692622,92.6396469603,92.6396469603,246.6589502770,270.5108866353,391.0016207320,703.6415773738,311.6959178270,404.3894800761,284.198075,-32841.0467686595,43509.1483809123,10668.1016122528,0.2349802117
